gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin
4520613359,0,18,2,0,2,2,2,0,0,0,0,15608,6.8,17516,260,47,766,331,26.0,1560.8,37,5,1,2,2,2,0,0,0,0,14842,7.0,17185,229,52,-766,-331,22.9,1484.2
4448363210,0,15,1,0,2,11,3,0,0,0,0,14773,6.6,16673,202,53,-4125,-2712,20.2,1477.3,17,6,1,11,2,11,1,1,0,0,18898,7.2,19385,237,50,4125,2712,23.7,1889.8
4502573246,1,17,1,0,5,4,7,0,0,0,0,16094,6.8,17711,219,41,956,1998,21.9,1609.4,15,1,1,4,5,4,0,0,0,0,15138,6.6,15713,183,36,-956,-1998,18.3,1513.8
4471214244,0,20,2,0,4,4,5,0,0,0,0,15465,6.8,17217,217,55,-398,-763,21.7,1546.5,13,2,1,4,4,1,1,1,0,0,15863,6.8,17980,249,52,398,763,24.9,1586.3
4524216210,1,15,3,0,12,5,12,1,1,0,0,19576,7.2,18210,236,50,4417,2933,23.6,1957.6,14,2,1,5,12,9,0,0,0,0,15159,6.2,15277,198,33,-4417,-2933,19.8,1515.9
4462392955,0,15,1,0,7,6,7,0,0,0,0,16726,7.0,18339,217,44,278,-343,21.7,1672.6,42,0,1,6,7,5,1,1,0,0,16448,7.0,18682,206,64,-278,343,20.6,1644.8
4523930264,1,17,6,0,11,4,14,0,0,0,1,19350,7.4,19830,234,39,4553,3000,23.4,1935.0,16,0,1,4,11,2,0,0,0,0,14797,6.4,16830,208,52,-4553,-3000,20.8,1479.7
4525934339,0,15,1,1,4,5,2,0,0,0,0,13933,6.4,16078,199,39,-2215,-1879,19.9,1393.3,17,1,0,5,4,6,2,1,1,0,16148,6.8,17957,212,48,2215,1879,21.2,1614.8
4525977517,1,16,5,0,6,4,6,1,1,0,0,15836,6.8,18034,216,43,75,-123,21.6,1583.6,14,3,1,4,6,1,0,0,0,0,15761,6.8,18157,254,38,-75,123,25.4,1576.1
4513511494,1,9,2,0,8,5,5,1,0,1,0,17875,7.2,20182,206,80,2095,1664,20.6,1787.5,10,3,1,5,8,3,1,1,0,0,15780,7.0,18518,215,60,-2095,-1664,21.5,1578.0
4521018486,0,18,1,0,7,5,2,0,0,0,0,15533,7.0,17431,186,48,147,582,18.6,1553.3,50,2,1,5,7,9,2,1,1,0,15386,6.6,16849,180,44,-147,-582,18.0,1538.6
4492081907,1,21,2,1,7,2,10,1,1,0,0,16867,7.2,18156,232,36,2474,1015,23.2,1686.7,149,2,0,2,7,2,0,0,0,0,14393,6.6,17141,230,52,-2474,-1015,23.0,1439.3
4508656599,0,13,1,0,3,5,4,0,0,0,0,14815,6.4,16969,221,42,-2541,-1921,22.1,1481.5,8,2,1,5,3,3,2,1,1,1,17356,7.0,18890,237,61,2541,1921,23.7,1735.6
4508573055,0,21,6,0,4,2,7,0,0,0,0,14866,6.8,17470,191,51,103,412,19.1,1486.6,21,6,1,2,4,3,1,0,1,0,14763,6.8,17058,239,41,-103,-412,23.9,1476.3
4518077809,0,17,4,1,11,6,12,1,1,0,0,18891,7.2,19302,235,50,3024,1980,23.5,1889.1,38,5,0,6,11,5,0,0,0,0,15867,7.0,17322,185,59,-3024,-1980,18.5,1586.7
4441428673,1,15,2,1,7,5,5,1,1,0,0,17541,7.2,19979,232,57,1764,2586,23.2,1754.1,17,1,0,5,7,7,0,0,0,0,15777,6.8,17393,208,49,-1764,-2586,20.8,1577.7
4450360531,0,15,2,1,14,4,15,1,1,0,0,19331,7.0,19211,213,46,4289,3990,21.3,1933.1,14,1,0,4,14,7,0,0,0,0,15042,6.4,15221,171,36,-4289,-3990,17.1,1504.2
4513746482,1,16,3,1,5,2,5,2,1,1,0,17665,7.4,19907,258,68,4520,5730,25.8,1766.5,9,1,0,2,5,0,0,0,0,0,13145,5.6,14177,210,29,-4520,-5730,21.0,1314.5
4511133368,0,12,1,1,7,9,5,0,0,0,0,16884,7.4,19682,220,67,-1474,-179,22.0,1688.4,11,3,0,9,7,8,1,1,0,0,18358,7.6,19861,228,60,1474,179,22.8,1835.8
4458282675,1,18,4,0,11,6,13,2,1,1,0,19677,7.6,20488,236,57,3977,3949,23.6,1967.7,36,5,1,6,11,12,0,0,0,0,15700,6.4,16539,208,32,-3977,-3949,20.8,1570.0
4524341789,1,15,7,1,11,3,12,1,1,0,1,20206,7.4,19702,221,52,6275,4789,22.1,2020.6,15,0,0,3,11,2,0,0,0,0,13931,6.2,14913,187,40,-6275,-4789,18.7,1393.1
4451994271,1,23,7,1,9,6,11,1,1,0,0,18152,7.0,18823,223,47,22,1773,22.3,1815.2,21,5,0,6,9,10,1,0,1,1,18130,6.6,17050,200,47,-22,-1773,20.0,1813.0
4508148812,1,15,2,0,6,6,8,1,1,0,0,16820,6.8,17746,221,44,472,426,22.1,1682.0,14,2,1,6,6,7,0,0,0,0,16348,6.8,17320,185,55,-472,-426,18.5,1634.8
4489610155,1,17,3,1,5,11,7,0,0,0,0,15897,6.8,17075,215,51,-3048,-3175,21.5,1589.7,35,4,0,11,5,8,1,1,0,0,18945,7.4,20250,245,48,3048,3175,24.5,1894.5
4519160523,1,41,4,1,8,9,10,1,1,0,0,16076,6.2,14942,181,42,143,-603,18.1,1607.6,12,0,0,9,8,18,0,0,0,0,15933,6.4,15545,178,32,-143,603,17.8,1593.3
4522459289,1,13,0,0,8,5,8,0,0,0,0,16982,7.2,19524,218,41,-212,1212,21.8,1698.2,12,2,1,5,8,10,2,1,1,0,17194,7.2,18312,242,59,212,-1212,24.2,1719.4
4526604474,0,17,3,0,1,5,1,1,0,1,0,14102,6.8,16463,211,56,-2031,-2540,21.1,1410.2,16,2,1,5,1,6,0,0,0,0,16133,7.0,19003,221,60,2031,2540,22.1,1613.3
4487355594,1,11,3,1,11,7,8,0,0,0,0,18288,7.4,19406,207,57,2616,3108,20.7,1828.8,12,0,0,7,11,9,1,1,0,0,15672,6.6,16298,177,44,-2616,-3108,17.7,1567.2
4452432602,0,18,2,0,5,6,4,0,0,0,0,14768,6.6,17244,157,64,-2337,-1158,15.7,1476.8,15,5,1,6,5,6,1,1,0,0,17105,7.2,18402,217,56,2337,1158,21.7,1710.5
4524396486,0,14,2,0,0,5,0,0,0,0,0,14211,6.6,17270,232,59,-3051,-2114,23.2,1421.1,21,6,1,5,0,3,2,1,1,1,17262,7.2,19384,250,55,3051,2114,25.0,1726.2
4496085988,0,18,2,1,4,2,5,0,0,0,0,16270,7.0,18684,248,60,454,333,24.8,1627.0,14,5,0,2,4,2,1,1,0,0,15816,7.0,18351,257,48,-454,-333,25.7,1581.6
4504366745,0,24,3,0,6,5,8,0,0,0,0,16809,7.4,19023,225,68,226,557,22.5,1680.9,52,4,1,5,6,7,2,1,1,0,16583,7.2,18466,239,64,-226,-557,23.9,1658.3
4506149588,1,18,3,1,13,3,13,1,0,1,0,18928,7.4,19725,227,55,4184,3694,22.7,1892.8,40,3,0,3,13,2,0,0,0,0,14744,6.6,16031,180,57,-4184,-3694,18.0,1474.4
4523495591,1,43,5,0,5,5,6,0,0,0,0,16419,6.8,17295,233,42,159,363,23.3,1641.9,15,1,1,5,5,5,2,1,1,0,16260,6.6,16932,194,68,-159,-363,19.4,1626.0
4467033955,1,15,5,1,8,4,7,1,0,1,0,18837,7.6,20066,246,48,3479,2657,24.6,1883.7,54,4,0,4,8,6,1,1,0,0,15358,6.8,17409,222,55,-3479,-2657,22.2,1535.8
4481963894,1,37,6,1,9,4,8,2,1,1,0,18591,7.4,20081,260,62,3105,2085,26.0,1859.1,37,2,0,4,9,5,0,0,0,0,15486,6.8,17996,208,70,-3105,-2085,20.8,1548.6
4522164881,0,42,2,1,5,3,1,1,1,0,0,15620,7.2,18429,187,72,896,1396,18.7,1562.0,17,2,0,3,5,2,0,0,0,0,14724,6.6,17033,227,54,-896,-1396,22.7,1472.4
4437082520,0,16,4,1,10,6,11,1,1,0,0,17538,7.0,19111,219,48,34,145,21.9,1753.8,16,2,0,6,10,6,0,0,0,0,17504,7.2,18966,225,68,-34,-145,22.5,1750.4
4465670561,1,35,6,1,13,1,18,1,1,0,0,19641,7.4,19614,207,57,6310,5136,20.7,1964.1,14,1,0,1,13,3,0,0,0,0,13331,6.0,14478,199,40,-6310,-5136,19.9,1333.1
4468469648,1,18,1,1,14,7,13,1,0,1,0,18802,6.8,18463,213,35,2393,675,21.3,1880.2,9,3,0,7,14,6,1,1,0,0,16409,6.8,17788,206,59,-2393,-675,20.6,1640.9
4472443604,0,16,3,0,5,13,8,0,0,0,0,15642,6.4,15825,214,35,-3811,-3107,21.4,1564.2,14,2,1,13,5,12,1,1,0,0,19453,7.2,18932,210,59,3811,3107,21.0,1945.3
4431814221,0,16,4,1,5,7,1,0,0,0,0,14991,7.0,17681,180,64,-2000,-1473,18.0,1499.1,16,3,0,7,5,6,1,1,0,0,16991,7.2,19154,208,62,2000,1473,20.8,1699.1
4486831645,1,17,1,0,6,2,6,1,1,0,0,15721,6.8,17894,203,48,1900,1732,20.3,1572.1,13,0,1,2,6,0,0,0,0,0,13821,6.4,16162,187,59,-1900,-1732,18.7,1382.1
4496714478,1,17,4,0,6,9,4,1,1,0,0,17048,7.2,18842,201,64,-32,848,20.1,1704.8,14,2,1,9,6,9,0,0,0,0,17080,7.0,17994,197,48,32,-848,19.7,1708.0
4473146660,0,13,9,0,3,9,5,0,0,0,0,14724,6.4,16015,218,42,-3541,-2434,21.8,1472.4,43,2,1,9,3,13,1,1,0,0,18265,6.8,18449,244,56,3541,2434,24.4,1826.5
4490764979,0,31,5,1,4,3,3,1,1,0,0,15876,7.0,18504,228,63,525,294,22.8,1587.6,22,3,0,3,4,2,0,0,0,0,15351,6.8,18210,227,48,-525,-294,22.7,1535.1
4456002030,0,16,2,1,6,5,4,1,1,0,0,17379,7.2,19080,251,64,1759,1710,25.1,1737.9,61,1,0,5,6,5,1,0,1,0,15620,6.8,17370,220,44,-1759,-1710,22.0,1562.0
4522381918,1,110,4,1,7,5,8,0,0,0,0,17088,7.0,18086,204,53,180,893,20.4,1708.8,36,2,0,5,7,9,2,1,1,0,16908,6.8,17193,230,54,-180,-893,23.0,1690.8
4510397182,0,17,4,1,11,4,8,1,0,1,0,17781,7.2,19581,225,45,2359,1828,22.5,1778.1,79,3,0,4,11,3,0,0,0,0,15422,6.8,17753,215,60,-2359,-1828,21.5,1542.2
4450546493,1,16,2,0,6,5,6,0,0,0,0,17342,7.2,19169,263,71,811,1501,26.3,1734.2,13,0,1,5,6,5,0,0,0,0,16531,6.6,17668,199,56,-811,-1501,19.9,1653.1
4526227889,1,16,3,0,2,5,1,0,0,0,0,14828,7.2,18224,234,60,-1402,-90,23.4,1482.8,16,1,1,5,2,10,1,1,0,0,16230,7.2,18314,230,65,1402,90,23.0,1623.0
4473361306,1,19,1,0,7,4,6,1,1,0,0,17493,7.0,18552,240,56,2851,1313,24.0,1749.3,11,2,1,4,7,4,0,0,0,0,14642,6.8,17239,198,54,-2851,-1313,19.8,1464.2
4460518084,1,11,3,1,9,7,7,0,0,0,0,18877,7.6,20418,244,67,3094,1999,24.4,1887.7,22,0,0,7,9,6,0,0,0,0,15783,7.2,18419,205,39,-3094,-1999,20.5,1578.3
4516105924,0,39,5,1,10,5,13,0,0,0,0,18866,7.4,19651,252,51,3412,2086,25.2,1886.6,18,3,0,5,10,8,0,0,0,0,15454,7.0,17565,207,49,-3412,-2086,20.7,1545.4
4517955952,1,21,2,1,8,9,8,0,0,0,0,16911,6.6,17768,207,52,-1165,729,20.7,1691.1,13,2,0,9,8,11,0,0,0,0,18076,6.6,17039,201,52,1165,-729,20.1,1807.6
4525106403,0,13,1,0,1,3,1,0,0,0,0,13991,6.8,17215,221,59,-1380,-581,22.1,1399.1,12,1,1,3,1,2,1,1,0,0,15371,7.0,17796,224,52,1380,581,22.4,1537.1
4526126466,0,15,0,1,5,6,5,1,0,1,1,18041,7.0,17904,229,52,1197,-947,22.9,1804.1,22,2,0,6,5,7,1,1,0,0,16844,7.4,18851,224,58,-1197,947,22.4,1684.4
4516104541,0,43,4,1,7,7,9,1,0,1,0,16342,6.8,17877,211,40,-2579,-1094,21.1,1634.2,35,3,0,7,7,6,1,1,0,1,18921,7.2,18971,238,81,2579,1094,23.8,1892.1
4515205200,0,14,4,1,4,3,2,1,0,1,0,16220,7.0,18251,239,54,688,415,23.9,1622.0,22,1,0,3,4,4,1,1,0,0,15532,7.0,17836,221,57,-688,-415,22.1,1553.2
4429490822,1,17,4,0,11,9,12,1,1,0,0,18585,7.2,19498,221,55,1139,1170,22.1,1858.5,14,0,1,9,11,9,0,0,0,0,17446,7.0,18328,218,54,-1139,-1170,21.8,1744.6
4526616225,1,35,1,1,10,4,8,1,1,0,0,17637,7.0,18484,198,64,2216,949,19.8,1763.7,15,1,0,4,10,2,1,0,1,0,15421,6.8,17535,236,39,-2216,-949,23.6,1542.1
4505381555,0,15,1,0,5,7,12,1,1,0,0,15218,6.4,16410,198,44,-2060,-2850,19.8,1521.8,18,1,1,7,5,6,0,0,0,0,17278,7.2,19260,240,47,2060,2850,24.0,1727.8
4526857610,1,42,3,1,10,5,5,0,0,0,0,18036,7.4,19849,243,54,2203,1534,24.3,1803.6,14,4,0,5,10,5,1,1,0,0,15833,7.0,18315,193,72,-2203,-1534,19.3,1583.3
4525971352,0,12,2,0,4,13,3,1,0,1,0,14157,6.0,15002,158,44,-3948,-4655,15.8,1415.7,15,1,1,13,4,5,1,1,0,0,18105,7.4,19657,243,68,3948,4655,24.3,1810.5
4508216792,1,13,3,0,8,8,8,0,0,0,0,18575,7.2,18686,228,42,1501,274,22.8,1857.5,15,2,1,8,8,7,0,0,0,0,17074,7.2,18412,219,43,-1501,-274,21.9,1707.4
4495005465,0,11,2,0,6,8,7,0,0,0,0,16924,6.8,17938,233,47,-465,-436,23.3,1692.4,81,1,1,8,6,10,0,0,0,0,17389,7.2,18374,214,42,465,436,21.4,1738.9
4524261959,1,16,3,0,5,10,5,0,0,0,0,15491,6.4,15893,194,45,-2183,-2010,19.4,1549.1,20,3,1,10,5,6,0,0,0,0,17674,6.8,17903,224,35,2183,2010,22.4,1767.4
4524739692,1,15,3,0,7,6,9,1,1,0,1,18551,7.2,18363,225,61,1850,834,22.5,1855.1,18,1,1,6,7,7,0,0,0,0,16701,7.0,17529,210,57,-1850,-834,21.0,1670.1
4512768961,1,17,18,0,3,3,5,1,1,0,0,15704,7.2,18700,240,74,928,955,24.0,1570.4,63,1,1,3,3,1,0,0,0,0,14776,7.0,17745,232,45,-928,-955,23.2,1477.6
4514848234,0,15,3,1,7,5,11,0,0,0,0,17467,7.2,19153,244,48,1299,879,24.4,1746.7,36,3,0,5,7,5,0,0,0,0,16168,7.0,18274,241,43,-1299,-879,24.1,1616.8
4482346658,1,17,4,1,5,1,6,1,1,0,0,18002,7.2,19467,254,76,3761,2092,25.4,1800.2,16,5,0,1,5,1,0,0,0,0,14241,6.8,17375,248,48,-3761,-2092,24.8,1424.1
4449670595,0,13,2,0,2,5,2,0,0,0,0,14673,7.2,18411,232,44,-2599,-818,23.2,1467.3,10,0,1,5,2,7,1,1,0,0,17272,7.0,19229,271,60,2599,818,27.1,1727.2
4465705901,0,17,3,0,6,13,5,1,1,0,0,17300,7.2,18747,229,68,-2604,-2089,22.9,1730.0,16,0,1,13,6,12,0,0,0,0,19904,7.6,20836,214,52,2604,2089,21.4,1990.4
4513892324,0,14,2,0,7,12,8,0,0,0,0,16804,6.6,16732,184,52,-1072,-646,18.4,1680.4,12,3,1,12,7,16,0,0,0,0,17876,7.0,17378,194,24,1072,646,19.4,1787.6
4483693148,1,22,3,1,13,5,15,1,0,1,0,18959,6.8,18151,186,56,2316,1298,18.6,1895.9,17,4,0,5,13,4,1,1,0,0,16643,6.6,16853,219,40,-2316,-1298,21.9,1664.3
4526781753,0,16,4,1,8,3,12,1,1,0,0,17479,7.2,19021,243,48,2143,1315,24.3,1747.9,17,5,0,3,8,4,0,0,0,0,15336,7.0,17706,203,44,-2143,-1315,20.3,1533.6
4481839538,0,12,1,1,6,9,5,1,1,0,0,16388,6.8,17753,213,40,-1436,-1406,21.3,1638.8,19,0,0,9,6,8,0,0,0,0,17824,7.2,19159,220,52,1436,1406,22.0,1782.4
4494851448,0,18,5,1,4,3,5,1,1,0,0,15449,6.8,17026,206,52,423,-315,20.6,1544.9,18,3,0,3,4,1,0,0,0,0,15026,6.6,17341,254,44,-423,315,25.4,1502.6
4524995677,0,16,4,1,6,8,2,1,1,0,0,15777,6.6,17401,224,53,-1370,-875,22.4,1577.7,20,2,0,8,6,9,0,0,0,0,17147,7.0,18276,210,36,1370,875,21.0,1714.7
4516653257,1,17,3,1,6,8,7,1,1,0,0,16006,6.8,17612,233,47,-1493,-1266,23.3,1600.6,16,4,0,8,6,11,0,0,0,0,17499,7.0,18878,247,36,1493,1266,24.7,1749.9
4516642389,1,17,4,0,7,7,7,0,0,0,0,16683,7.2,18315,231,48,-396,481,23.1,1668.3,11,2,1,7,7,5,2,1,1,0,17079,6.8,17834,246,42,396,-481,24.6,1707.9
4503216707,1,28,2,1,12,7,15,0,0,0,0,18193,6.6,16895,182,44,1083,554,18.2,1819.3,18,3,0,7,12,8,1,1,0,0,17110,6.8,16341,225,47,-1083,-554,22.5,1711.0
4510156433,0,15,3,0,9,7,10,0,0,0,0,17082,7.2,18101,223,36,188,-498,22.3,1708.2,15,1,1,7,9,11,1,1,0,0,16894,7.0,18599,215,72,-188,498,21.5,1689.4
4501238105,1,16,1,1,5,7,4,0,0,0,0,16324,7.0,18159,231,60,-330,55,23.1,1632.4,16,3,0,7,5,7,1,1,0,0,16654,7.0,18104,213,60,330,-55,21.3,1665.4
4521837052,1,19,1,0,5,9,7,0,0,0,0,15701,6.8,16610,186,60,-2760,-2274,18.6,1570.1,16,2,1,9,5,9,1,1,0,0,18461,7.2,18884,247,50,2760,2274,24.7,1846.1
4509755539,0,19,3,1,8,9,13,0,0,0,0,18038,7.0,18690,236,42,-22,86,23.6,1803.8,15,4,0,9,8,8,1,1,0,0,18060,7.0,18604,214,60,22,-86,21.4,1806.0
4526623923,1,17,2,1,8,4,8,1,1,0,0,16843,6.6,17489,204,40,2198,10,20.4,1684.3,17,2,0,4,8,3,1,0,1,0,14645,6.8,17479,206,43,-2198,-10,20.6,1464.5
4467393219,0,17,3,1,8,5,9,0,0,0,0,16736,7.2,18330,227,56,1271,531,22.7,1673.6,12,3,0,5,8,4,0,0,0,0,15465,7.0,17799,221,48,-1271,-531,22.1,1546.5
4489610844,0,17,4,0,4,13,3,0,0,0,0,15321,6.2,16450,198,44,-4562,-2816,19.8,1532.1,18,3,1,13,4,12,1,0,1,0,19883,7.2,19266,222,43,4562,2816,22.2,1988.3
4523634644,1,17,2,1,7,4,8,2,1,1,1,18858,7.2,19023,237,66,4338,4607,23.7,1885.8,17,3,0,4,7,11,0,0,0,0,14520,6.2,14416,166,42,-4338,-4607,16.6,1452.0
4523518605,1,15,3,1,4,5,5,2,1,1,0,15825,6.8,17561,225,58,460,-1107,22.5,1582.5,14,5,0,5,4,3,0,0,0,0,15365,7.0,18668,218,54,-460,1107,21.8,1536.5
4480357961,0,19,5,0,4,5,5,1,0,1,0,16318,6.6,17365,218,48,-326,315,21.8,1631.8,19,1,1,5,4,9,1,1,0,0,16644,6.8,17050,209,51,326,-315,20.9,1664.4
4459259003,1,19,4,1,10,1,7,0,0,0,0,18152,7.2,19147,233,47,4263,2953,23.3,1815.2,16,3,0,1,10,2,1,0,1,0,13889,6.6,16194,204,55,-4263,-2953,20.4,1388.9
4451891772,0,15,3,0,7,9,4,0,0,0,0,15002,6.4,15784,170,37,-3255,-1798,17.0,1500.2,14,4,1,9,7,10,1,1,0,0,18257,7.0,17582,240,46,3255,1798,24.0,1825.7
4495098102,1,39,3,1,10,6,12,2,1,1,1,19669,7.4,19333,220,62,4456,2338,22.0,1966.9,14,3,0,6,10,3,0,0,0,0,15213,6.6,16995,196,40,-4456,-2338,19.6,1521.3
4524748805,0,14,1,1,2,7,2,0,0,0,0,14377,7.0,17408,194,55,-3773,-3783,19.4,1437.7,14,1,0,7,2,8,1,1,0,0,18150,7.8,21191,258,52,3773,3783,25.8,1815.0
4444232401,1,11,3,0,5,6,6,1,1,0,0,15926,7.2,19262,223,63,-496,-837,22.3,1592.6,9,2,1,6,5,5,0,0,0,0,16422,7.4,20099,218,46,496,837,21.8,1642.2
4492085099,0,16,2,1,5,5,4,1,0,1,0,15745,6.8,17698,203,60,-859,361,20.3,1574.5,15,5,0,5,5,8,1,1,0,0,16604,6.8,17337,220,52,859,-361,22.0,1660.4
4476285822,0,15,4,0,4,4,7,1,1,0,0,15471,6.8,18216,220,57,-499,260,22.0,1547.1,16,1,1,4,4,4,0,0,0,0,15970,7.0,17956,252,44,499,-260,25.2,1597.0
4484505320,0,13,3,1,10,6,9,1,0,1,1,19793,7.4,19966,243,65,3387,1454,24.3,1979.3,54,2,0,6,10,9,1,1,0,0,16406,7.0,18512,239,50,-3387,-1454,23.9,1640.6
4517640142,1,16,2,1,10,7,9,0,0,0,0,17741,7.0,17857,208,48,2281,546,20.8,1774.1,12,4,0,7,10,5,1,1,0,0,15460,6.8,17311,183,57,-2281,-546,18.3,1546.0
4482519172,1,52,4,0,10,4,15,1,1,0,0,18501,7.6,19714,230,64,2907,2700,23.0,1850.1,12,0,1,4,10,6,0,0,0,0,15594,7.0,17014,215,55,-2907,-2700,21.5,1559.4
4498209347,1,29,2,1,3,3,2,2,1,1,0,15661,7.0,18396,225,64,-643,-1199,22.5,1566.1,15,3,0,3,3,5,0,0,0,0,16304,7.2,19595,256,71,643,1199,25.6,1630.4
4493432338,1,20,7,0,8,5,8,0,0,0,0,17109,7.2,18272,247,40,2006,2256,24.7,1710.9,17,4,1,5,8,7,0,0,0,0,15103,6.6,16016,200,36,-2006,-2256,20.0,1510.3
4470281902,1,17,1,1,8,6,11,0,0,0,0,17791,7.0,18244,216,48,1625,552,21.6,1779.1,16,2,0,6,8,9,1,1,0,0,16166,6.8,17692,215,48,-1625,-552,21.5,1616.6
4515910703,1,13,3,1,6,7,8,1,1,0,0,16682,6.8,17677,197,44,-970,-482,19.7,1668.2,18,4,0,7,6,8,0,0,0,0,17652,7.0,18159,227,43,970,482,22.7,1765.2
4515497599,1,17,4,1,14,3,16,0,0,0,0,20139,7.8,21898,218,56,5035,5420,21.8,2013.9,16,1,0,3,14,5,0,0,0,0,15104,6.6,16478,223,40,-5035,-5420,22.3,1510.4
4525945440,0,15,4,0,4,9,7,1,1,0,0,15315,7.0,17674,188,62,-2881,-981,18.8,1531.5,18,4,1,9,4,11,1,0,1,0,18196,7.0,18655,230,39,2881,981,23.0,1819.6
4520952711,0,21,2,0,4,10,4,0,0,0,0,14135,6.4,15854,182,48,-4416,-3186,18.2,1413.5,16,4,1,10,4,10,1,1,0,0,18551,7.4,19040,231,44,4416,3186,23.1,1855.1
4496994572,0,15,1,0,2,8,0,1,0,1,0,14591,6.8,17470,219,60,-2269,-1078,21.9,1459.1,34,4,1,8,2,7,1,1,0,0,16860,7.2,18548,223,42,2269,1078,22.3,1686.0
4478150249,1,17,0,1,9,8,12,1,0,1,0,17785,7.0,17509,202,49,1323,183,20.2,1778.5,33,0,0,8,9,6,1,1,0,0,16462,6.8,17326,181,60,-1323,-183,18.1,1646.2
4523826810,1,18,3,1,5,7,6,1,0,1,0,16407,6.8,18597,217,61,-450,127,21.7,1640.7,19,4,0,7,5,7,1,1,0,0,16857,7.0,18470,223,48,450,-127,22.3,1685.7
4472723293,0,15,2,0,7,5,11,0,0,0,0,16230,6.6,16813,181,52,-30,-965,18.1,1623.0,13,3,1,5,7,5,0,0,0,0,16260,6.8,17778,231,51,30,965,23.1,1626.0
4495034675,1,17,5,1,8,3,4,0,0,0,0,17058,6.8,16737,207,40,2559,806,20.7,1705.8,17,2,0,3,8,4,0,0,0,0,14499,6.4,15931,196,51,-2559,-806,19.6,1449.9
4519227071,1,14,2,0,6,8,4,1,0,1,0,16075,7.0,18425,211,60,-1374,-653,21.1,1607.5,16,5,1,8,6,8,1,1,0,0,17449,7.2,19078,237,43,1374,653,23.7,1744.9
4484124501,1,15,2,1,6,3,5,1,1,0,0,16523,7.0,18465,238,43,1284,1445,23.8,1652.3,15,5,0,3,6,2,0,0,0,0,15239,6.8,17020,239,56,-1284,-1445,23.9,1523.9
4500406519,1,18,4,1,4,7,2,0,0,0,0,15950,6.8,17900,235,58,-365,-434,23.5,1595.0,16,2,0,7,4,7,0,0,0,0,16315,6.8,18334,225,37,365,434,22.5,1631.5
4442047258,1,16,4,1,4,5,1,1,1,0,0,15855,7.0,18078,238,56,145,972,23.8,1585.5,17,3,0,5,4,7,0,0,0,0,15710,6.6,17106,224,36,-145,-972,22.4,1571.0
4505535527,0,16,5,0,3,9,3,0,0,0,0,15365,6.8,17435,221,55,-2450,-1150,22.1,1536.5,18,3,1,9,3,12,0,0,0,0,17815,7.2,18585,233,40,2450,1150,23.3,1781.5
4494742887,0,16,4,0,9,12,16,0,0,0,0,18633,6.8,18367,246,47,-1428,-433,24.6,1863.3,17,5,1,12,9,10,2,1,1,1,20061,7.2,18800,223,48,1428,433,22.3,2006.1
4502951007,1,15,2,1,8,2,10,0,0,0,0,17620,6.8,17878,236,41,2978,-438,23.6,1762.0,16,4,0,2,8,4,0,0,0,0,14642,7.2,18316,180,67,-2978,438,18.0,1464.2
4510669368,0,53,1,0,6,10,6,1,0,1,0,15485,6.8,17138,193,50,-2854,-2798,19.3,1548.5,13,2,1,10,6,9,0,0,0,0,18339,7.4,19936,225,52,2854,2798,22.5,1833.9
4474783005,0,16,2,0,6,5,6,0,0,0,0,16496,7.0,18365,244,48,120,1543,24.4,1649.6,19,0,1,5,6,14,1,1,0,0,16376,6.6,16822,206,70,-120,-1543,20.6,1637.6
4524645107,0,18,2,0,4,5,4,0,0,0,0,16195,7.2,18670,241,64,-339,-868,24.1,1619.5,12,4,1,5,4,4,1,1,0,0,16534,7.4,19538,259,59,339,868,25.9,1653.4
4515598035,1,18,6,1,4,4,7,1,1,0,0,15550,7.0,18512,221,64,-44,73,22.1,1555.0,41,4,0,4,4,5,0,0,0,0,15594,7.0,18439,216,48,44,-73,21.6,1559.4
4298874562,1,22,2,1,6,6,4,0,0,0,0,16192,7.0,18524,218,59,34,985,21.8,1619.2,15,2,0,6,6,7,1,1,0,0,16158,6.8,17539,209,41,-34,-985,20.9,1615.8
4508119465,0,15,2,1,11,11,13,0,0,0,0,18575,7.2,18974,198,49,-204,1350,19.8,1857.5,39,2,0,11,11,10,1,1,0,1,18779,6.8,17624,211,36,204,-1350,21.1,1877.9
4524012656,0,17,2,1,5,8,4,0,0,0,0,16568,7.0,18504,239,51,-1163,-1130,23.9,1656.8,30,5,0,8,5,11,1,1,0,0,17731,7.4,19634,223,72,1163,1130,22.3,1773.1
4525085237,1,12,1,1,2,5,1,1,1,0,0,14936,7.2,17688,231,53,-1543,-509,23.1,1493.6,14,2,0,5,2,8,0,0,0,0,16479,7.0,18197,250,40,1543,509,25.0,1647.9
