,blueWins,ratioFirstBlood,differenceFirstBlood,ratioKills,differenceKills,ratioDeaths,differenceDeaths,ratioAssists,differenceAssists,ratioEliteMonsters,differenceEliteMonsters,ratioDragons,differenceDragons,ratioTotalGold,differenceTotalGold,ratioAvgLevel,differenceAvgLevel,ratioTotalExperience,differenceTotalExperience,ratioTotalMinionsKilled,differenceTotalMinionsKilled,differenceGoldDiff,differenceExperienceDiff,ratioCSPerMin,differenceCSPerMin,ratioGoldPerMin,differenceGoldPerMin
3194,0,1.0,1,1.2,2,0.5714285714285714,-2,1.6,4,0.5,0,1.0,1,0.9369391219985448,-1039,0.8974358974358975,0.20000000000000018,1.047060164083865,827,0.8842592592592593,-24,-2078,1654,0.8488888888888889,-2.3999999999999986,0.9364280952669536,-103.89999999999986
3195,1,0.0,-1,2.0,3,0.2,-3,3.0,7,1.0,1,1.0,1,1.0903088391906284,1273,0.9189189189189189,0.39999999999999947,1.065659068384539,1061,0.8333333333333334,-39,2546,2122,0.8032128514056225,-3.8999999999999986,1.0896126011068539,127.29999999999995
3196,0,1.0,1,0.7,-2,1.125,2,0.625,-2,2.0,2,1.0,1,0.9849381703100275,-256,0.8333333333333333,-0.40000000000000036,0.9193984195768544,-1580,0.987012987012987,-2,-512,-3160,0.9500000000000001,-0.1999999999999993,0.9844189315838799,-25.600000000000136
3197,1,1.0,1,1.25,2,0.5,-2,1.0,1,0.5,0,1.0,1,1.1091031692515172,1619,0.9230769230769231,0.40000000000000036,1.0808653528569856,1470,1.1666666666666667,36,3238,2940,1.1187214611872147,3.6000000000000014,1.1084304872295976,161.89999999999986
3198,1,1.0,1,1.8,5,0.4,-5,2.8,10,0.5,0,1.0,1,1.2099059817413818,3082,0.9722222222222222,0.7999999999999998,1.204736,3200,1.349112426035503,60,6164,6400,1.2808988764044944,6.0,1.209164567304419,308.20000000000005
3199,0,1.0,1,2.3333333333333335,5,0.25,-5,3.0,7,1.0,1,1.0,1,1.1332576314207468,1996,0.9230769230769231,0.40000000000000036,1.1222843685604946,2078,0.9955156950672646,0,3992,4156,0.9568965517241379,0.0,1.1325767690253672,199.5999999999999
3200,0,0.0,-1,1.0,1,0.7142857142857143,-1,1.0,1,0.0,0,0.0,0,1.0770785784153896,1183,0.868421052631579,0.0,1.0532291979573445,887,1.1347150259067358,27,2366,1774,1.0841584158415842,2.6999999999999993,1.0764468196037538,118.29999999999995
3201,0,1.0,1,1.1666666666666667,2,0.625,-2,0.7142857142857143,-1,1.0,1,0.0,0,1.124239413883025,2002,0.9210526315789475,0.40000000000000036,1.0168520390967306,301,1.0825688073394495,19,4004,602,1.039647577092511,1.9000000000000021,1.1236115420415762,200.20000000000005
3202,1,0.0,-1,0.875,0,0.875,0,1.1428571428571428,2,2.0,2,1.0,1,1.170430593194821,2831,0.9487179487179488,0.6000000000000005,1.1044271713416696,1855,1.2525252525252526,51,5662,3710,1.1980676328502415,5.100000000000001,1.1697965571205007,283.0999999999999
3203,0,1.0,1,2.5,7,0.2727272727272727,-7,7.0,13,0.5,0,0.0,-1,1.2923702950152594,4312,0.9230769230769231,0.40000000000000036,1.0570791909496058,1000,1.099056603773585,22,8624,2000,1.0542986425339367,2.1999999999999993,1.2915819438796257,431.1999999999998
3204,1,1.0,1,1.0,1,0.6666666666666666,-1,0.5714285714285714,-2,0.0,-1,0.0,-1,1.072750236817177,1153,0.878048780487805,0.0,0.9996756932057727,-5,1.0537190082644627,14,2306,-10,1.0159362549800797,1.3999999999999986,1.0721408735167886,115.29999999999995
3205,0,1.0,1,0.625,-2,1.1666666666666667,2,0.6428571428571429,-4,1.0,1,1.0,1,0.946625386996904,-861,0.868421052631579,0.0,1.0079248963667398,131,1.0248756218905473,6,-1722,262,0.980952380952381,0.6000000000000014,0.9460981496379726,-86.10000000000014
3206,0,0.0,-1,0.625,-2,1.1666666666666667,2,0.6666666666666666,-2,0.0,-2,0.0,-1,0.8977515750534651,-1768,0.8095238095238094,-0.6000000000000005,0.9087271048176081,-1778,0.7913385826771654,-52,-3536,-3556,0.7642585551330798,-5.199999999999999,0.8972848064702484,-176.79999999999995
3207,1,1.0,1,2.2,7,0.3333333333333333,-7,1.6666666666666667,5,1.0,1,1.0,1,1.1592003694662532,2414,0.9729729729729729,0.7999999999999998,1.1509126262309477,2407,1.0272727272727273,7,4828,4814,0.9868995633187774,0.7000000000000028,1.1585124620862457,241.4000000000001
3208,1,1.0,1,1.2,2,0.5714285714285714,-2,1.2,2,0.5,0,1.0,1,1.0763318662550088,1163,0.8461538461538461,-0.20000000000000018,0.9337162809033057,-1176,1.0666666666666667,14,2326,-2352,1.019607843137255,1.4000000000000021,1.0756959033613445,116.29999999999995
3209,0,0.0,-1,0.125,-6,3.5,6,0.0,-7,0.0,-1,0.0,-1,0.7800879648140744,-3849,0.8,-0.5999999999999996,0.8849717754819469,-2159,0.9322033898305084,-15,-7698,-4318,0.8979591836734694,-1.5,0.7796871431833753,-384.89999999999986
3210,0,0.0,-1,0.6666666666666666,0,0.6666666666666666,0,0.25,-2,1.0,1,1.0,1,0.9555949101403647,-676,0.8461538461538461,-0.20000000000000018,0.9503558310376492,-864,0.9578059071729957,-9,-1352,-1728,0.9227642276422764,-0.9000000000000021,0.9550311373320224,-67.59999999999991
3211,0,0.0,-1,0.9,0,0.9,0,1.1111111111111112,2,1.0,1,1.0,1,1.003068372604643,54,0.8717948717948718,0.0,0.9820141875663296,-321,0.9690721649484536,-5,108,-642,0.9261083743842364,-0.5,1.0025460016201828,5.399999999999864
3212,0,1.0,1,2.0,5,0.3333333333333333,-5,2.6666666666666665,6,1.0,1,1.0,1,1.2133709721839714,3100,0.8974358974358975,0.20000000000000018,1.0598855917053986,1006,1.0904761904761904,20,6200,2012,1.0456621004566211,2.0,1.2126195554943922,310.0
3213,0,0.0,-1,0.5454545454545454,-4,1.4285714285714286,4,0.18181818181818182,-8,0.0,-1,0.0,-1,0.8538266431407145,-2650,0.8461538461538461,-0.20000000000000018,0.978052358384112,-388,0.9455445544554455,-10,-5300,-776,0.9052132701421801,-1.0,0.8534031413612565,-265.0
3214,0,1.0,1,0.6666666666666666,-1,1.0,1,0.2727272727272727,-7,2.0,2,1.0,1,0.96389457215068,-599,0.9230769230769231,0.40000000000000036,1.010592280390417,192,0.8847736625514403,-27,-1198,384,0.8531746031746033,-2.6999999999999993,0.9633728273290431,-59.90000000000009
3215,0,0.0,-1,0.16666666666666666,-9,3.6666666666666665,9,0.15384615384615385,-10,0.0,-1,0.0,0,0.727764805773721,-5129,0.8048780487804879,-0.6000000000000005,0.8467863230722952,-3055,0.8007968127490039,-49,-10258,-6110,0.7730769230769231,-4.899999999999999,0.7274173871532382,-512.8999999999999
3216,0,1.0,1,0.45454545454545453,-5,1.6666666666666667,5,0.3333333333333333,-7,0.0,-1,0.0,-1,0.9425117924528302,-974,0.8292682926829269,-0.40000000000000036,0.8987982613142419,-1978,1.17989417989418,35,-1948,-3956,1.1262626262626263,3.5,0.9420119040603453,-97.40000000000009
3217,1,1.0,1,2.0,4,0.2857142857142857,-4,0.75,0,1.0,1,1.0,1,1.092077511204851,1398,0.9473684210526316,0.6000000000000005,1.104117341340879,1804,1.017094017094017,5,2796,3608,0.9794238683127572,0.5,1.0914300770700218,139.80000000000018
3218,0,1.0,1,1.5,3,0.42857142857142855,-3,3.0,7,1.0,1,1.0,1,1.0868786386027764,1359,0.875,0.0,1.0073013042024301,132,1.0083333333333333,3,2718,264,0.9718875502008032,0.3000000000000007,1.0862531969309464,135.9000000000001
3219,1,1.0,1,0.75,-1,1.0,1,1.0,1,0.0,-1,0.0,-1,1.018385140257771,292,0.868421052631579,0.0,0.9875143253513481,-206,0.9806763285024155,-3,584,-412,0.9398148148148148,-0.3000000000000007,1.0178064027277893,29.200000000000045
3220,0,0.0,-1,0.2222222222222222,-6,2.6666666666666665,6,0.1111111111111111,-7,0.0,-1,0.0,0,0.7438743455497382,-4891,0.853658536585366,-0.20000000000000018,0.8794135866198637,-2335,0.7265917602996255,-72,-9782,-4670,0.7028985507246376,-7.200000000000003,0.7435239939295619,-489.10000000000014
3221,0,0.0,-1,1.0,1,0.7142857142857143,-1,0.3,-6,0.5,0,0.0,-1,1.0311102593586303,488,0.9736842105263159,0.8000000000000007,1.1393223758381297,2349,1.1684782608695652,32,976,4698,1.1139896373056994,3.1999999999999993,1.0305177807571986,48.799999999999955
3222,1,0.0,-1,3.6666666666666665,9,0.16666666666666666,-9,2.3333333333333335,5,0.5,0,1.0,1,1.1739013029096064,2577,0.9473684210526316,0.6000000000000005,1.162991431451613,2588,1.0091324200913243,3,5154,5176,0.9692982456140351,0.3000000000000007,1.1731885035757659,257.70000000000005
3223,0,0.0,-1,0.18181818181818182,-8,3.3333333333333335,8,0.08333333333333333,-10,0.0,-1,0.0,-1,0.819433690963389,-3264,0.8,-0.5999999999999996,0.9183142841666215,-1507,1.0,1,-6528,-3014,0.9592760180995474,0.09999999999999787,0.8190260350450501,-326.39999999999986
3224,1,1.0,1,0.9,0,0.9,0,1.4545454545454546,6,0.0,-1,0.0,0,0.9575245365321701,-778,0.8292682926829269,-0.40000000000000036,0.9273960893257827,-1358,0.896551724137931,-23,-1556,-2716,0.8630705394190871,-2.3000000000000007,0.9570548803749522,-77.80000000000018
3225,0,0.0,-1,1.0,1,0.75,-1,1.0,1,0.0,-1,0.0,-1,0.9772905246671887,-376,0.9210526315789475,0.40000000000000036,1.0581725476562953,1005,0.8552036199095022,-31,-752,2010,0.8217391304347825,-3.1000000000000014,0.9767609873570139,-37.59999999999991
3226,1,1.0,1,3.0,7,0.2,-7,2.0,6,0.0,0,0.0,0,1.260337552742616,3703,1.0,1.0,1.202481486293361,3118,1.0821256038647342,18,7406,6236,1.037037037037037,1.7999999999999972,1.2595403752899008,370.29999999999995
3227,0,0.0,-1,0.4444444444444444,-4,1.6,4,0.26666666666666666,-10,0.0,-1,0.0,-1,0.879394112603601,-2109,0.85,-0.20000000000000018,0.9809123444867353,-335,0.9647577092511013,-7,-4218,-670,0.9279661016949151,-0.7000000000000028,0.8789419561243144,-210.9000000000001
3228,0,0.0,-1,0.875,0,0.875,0,1.4285714285714286,4,0.0,0,0.0,0,0.942219880576045,-986,0.8292682926829269,-0.40000000000000036,0.9376239215476126,-1163,0.957983193277311,-9,-1972,-2326,0.9230769230769231,-0.8999999999999986,0.9417237142355627,-98.59999999999991
3229,1,1.0,1,4.5,8,0.1,-8,2.6666666666666665,6,0.0,0,0.0,0,1.250393362895151,3502,1.0263157894736843,1.2000000000000002,1.2290431060837663,3747,1.1116279069767443,25,7004,7494,1.0669642857142858,2.5,1.2495890215138303,350.20000000000005
3230,0,0.0,-1,0.4,-2,1.3333333333333333,2,0.2,-3,0.0,-2,0.0,-1,0.9264568401371144,-1179,0.8974358974358975,0.20000000000000018,1.036358511837655,646,1.026431718061674,7,-2358,1292,0.9872881355932203,0.6999999999999993,0.9259374610688924,-117.90000000000009
3231,1,1.0,1,1.3333333333333333,3,0.5555555555555556,-3,0.5,-4,2.0,2,1.0,1,1.1205768375579697,1899,0.9230769230769231,0.40000000000000036,1.1589525329550157,2690,1.0909090909090908,20,3798,5380,1.0458715596330275,2.0,1.119936507936508,189.9000000000001
3232,0,0.0,-1,0.3333333333333333,-5,2.0,5,0.5555555555555556,-3,0.0,-1,0.0,-1,0.8327137546468402,-2834,0.8,-0.5999999999999996,0.8514353041988003,-2773,1.0588235294117647,13,-5668,-5546,1.0140845070422535,1.3000000000000007,0.832271762208068,-283.39999999999986
3233,0,1.0,1,0.875,0,0.875,0,1.6,4,1.0,1,1.0,1,0.9793340283313914,-336,0.85,-0.20000000000000018,0.9624717988224288,-681,0.9049773755656109,-20,-672,-1362,0.8695652173913043,-2.0,0.9787938220151998,-33.59999999999991
3234,1,0.0,-1,3.25,10,0.21428571428571427,-10,7.5,14,2.0,2,1.0,1,1.4594006596954172,6547,0.9473684210526316,0.6000000000000005,1.15568570034163,2553,1.3833333333333333,70,13094,5106,1.3174603174603174,7.0,1.4584794501332585,654.7
3235,1,0.0,-1,1.25,2,0.5,-2,1.25,2,0.5,0,0.0,-1,1.1547987616099071,2351,0.925,0.40000000000000036,1.0724350506384852,1317,1.0758928571428572,18,4702,2634,1.0343347639484979,1.8000000000000007,1.1541145490454245,235.0999999999999
3236,1,1.0,1,1.125,2,0.7,-2,1.6666666666666667,5,1.0,1,1.0,1,1.0998967004921918,1645,0.9230769230769231,0.40000000000000036,1.08136927872259,1489,1.1329787234042554,26,3290,2978,1.0812182741116751,2.6000000000000014,1.0992955180371675,164.5
3237,0,0.0,-1,0.3076923076923077,-8,2.4,8,0.0625,-14,0.0,-1,0.0,-1,0.7548658061872567,-4785,0.8048780487804879,-0.6000000000000005,0.8332076609862766,-3317,0.9004524886877828,-21,-9570,-6634,0.8652173913043477,-2.1000000000000014,0.7545179951876312,-478.5
3238,0,0.0,-1,0.375,-4,1.75,4,0.21428571428571427,-10,0.0,0,0.0,0,0.8826122736891606,-1996,0.8292682926829269,-0.40000000000000036,0.9038819958464241,-1804,0.8781512605042017,-28,-3992,-3608,0.8461538461538461,-2.8000000000000007,0.8821455848657541,-199.5999999999999
3239,0,1.0,1,1.0,1,0.6666666666666666,-1,1.0,1,0.0,0,0.0,0,1.0689543541599222,1066,0.875,0.0,1.0304325229543223,528,1.0301724137931034,8,2132,1056,0.9917012448132779,0.7999999999999972,1.0683318234761225,106.59999999999991
3240,1,1.0,1,0.5384615384615384,-5,1.5,5,0.23809523809523808,-15,1.0,1,1.0,1,0.8459807731642462,-3011,0.85,-0.20000000000000018,0.936772221929501,-1199,0.8699551569506726,-28,-6022,-2398,0.8362068965517241,-2.8000000000000007,0.845591617684641,-301.0999999999999
3241,1,0.0,-1,0.7142857142857143,-1,1.0,1,0.2727272727272727,-7,0.0,-1,0.0,-1,0.9722341141214604,-453,0.85,-0.20000000000000018,1.0376581010702226,659,1.1587301587301588,31,-906,1318,1.106060606060606,3.099999999999998,0.9716992665036676,-45.299999999999955
3242,0,1.0,1,0.5,-3,1.4,3,0.8333333333333334,0,1.0,1,1.0,1,1.0133316874459943,217,0.8947368421052632,0.20000000000000018,1.0040844503250301,72,1.0921658986175116,21,434,144,1.0486725663716814,2.099999999999998,1.0127691073962124,21.700000000000045
3243,0,0.0,-1,0.6,-1,1.0,1,0.125,-6,0.0,0,0.0,0,0.9664339247966177,-523,0.8974358974358975,0.20000000000000018,0.987172909184197,-224,1.2254901960784315,47,-1046,-448,1.1737089201877935,4.699999999999999,0.9658770806658131,-52.299999999999955
3244,1,1.0,1,1.4,3,0.5,-3,2.25,6,0.0,0,0.0,0,1.0274653576088983,443,0.875,0.0,0.9372567834106296,-1176,1.0599078341013826,14,886,-2352,1.0176991150442478,1.3999999999999986,1.0268910694323685,44.299999999999955
3245,1,1.0,1,0.6,-3,1.2857142857142858,3,0.3333333333333333,-7,0.0,-1,0.0,0,0.9143688065489013,-1589,0.7727272727272726,-1.0,0.8606278456745746,-2907,1.1804123711340206,36,-3178,-5814,1.12807881773399,3.599999999999998,0.913925822253324,-158.9000000000001
3246,1,1.0,1,4.666666666666667,12,0.13333333333333333,-12,7.0,13,1.0,1,1.0,1,1.4325716845878136,5794,1.0,1.0,1.2661659269375214,3899,1.1736526946107784,30,11588,7798,1.1136363636363635,3.0,1.4316095813745244,579.4000000000001
3247,1,1.0,1,3.5,11,0.2,-11,2.6666666666666665,6,1.0,1,1.0,1,1.334428751223605,4784,1.0,1.0,1.2071064728537706,3335,1.2625698324022345,48,9568,6670,1.202127659574468,4.800000000000001,1.3335895465026903,478.4000000000001
3248,0,1.0,1,0.75,-2,1.1,2,0.625,-5,0.0,-1,0.0,-1,0.9358125611651603,-1114,0.825,-0.40000000000000036,0.9186978108779057,-1440,0.8020833333333334,-37,-2228,-2880,0.7661691542288557,-3.700000000000001,0.9353279631760644,-111.40000000000009
3249,1,1.0,1,1.8,5,0.4,-5,1.5,3,0.0,-2,0.0,-1,1.2694375516956162,3910,0.9473684210526316,0.6000000000000005,1.205663459793066,3400,1.1159420289855073,25,7820,6800,1.0694444444444444,2.5,1.2686505476338086,391.0
3250,0,0.0,-1,0.4166666666666667,-6,1.8333333333333333,6,0.6666666666666666,-1,0.0,-1,0.0,-1,0.8871811821737454,-2047,0.7906976744186046,-0.7999999999999998,0.8725695483099013,-2555,1.0239234449760766,6,-4094,-5110,0.9816513761467889,0.5999999999999979,0.8867415482876335,-204.70000000000005
3251,1,1.0,1,6.0,6,0.0,-6,7.0,7,1.0,1,1.0,1,1.2011766394030707,2805,0.9736842105263159,0.8000000000000007,1.1503907380607814,2599,0.9254901960784314,-18,5610,5198,0.893939393939394,-1.7999999999999972,1.200401520040152,280.5
3252,1,1.0,1,3.5,6,0.125,-6,4.0,4,1.0,1,1.0,1,1.2472972972972973,3295,0.9459459459459459,0.5999999999999996,1.229557041647355,3468,1.0728155339805825,16,6590,6936,1.0279069767441862,1.6000000000000014,1.2464550979068196,329.5
3253,0,1.0,1,1.0,1,0.3333333333333333,-1,1.0,1,0.5,0,0.0,-1,1.062576766436098,969,0.85,-0.20000000000000018,0.9778450232357073,-409,1.029535864978903,8,1938,-818,0.9918699186991868,0.7999999999999972,1.0619589094198219,96.90000000000009
3254,0,1.0,1,0.4,-5,1.8,5,0.1111111111111111,-7,1.0,1,1.0,1,0.8860185690879301,-2086,0.85,-0.20000000000000018,0.9120451953975329,-1696,0.9694323144104804,-6,-4172,-3392,0.9327731092436974,-0.6000000000000014,0.8855832741961897,-208.60000000000014
3255,0,1.0,1,1.8571428571428572,7,0.42857142857142855,-7,2.0,8,2.0,2,1.0,1,1.2050623394524154,3274,0.9189189189189189,0.39999999999999947,1.0995216499968938,1603,0.8647342995169082,-27,6548,3206,0.8287037037037036,-2.700000000000003,1.2043832185347527,327.4000000000001
3256,0,1.0,1,2.0,6,0.36363636363636365,-6,2.25,6,1.0,1,0.0,0,1.1513132607303012,2363,0.9230769230769231,0.40000000000000036,1.0735904046631544,1314,0.9074889867841409,-20,4726,2628,0.8728813559322034,-2.0,1.1506498495422242,236.29999999999995
3257,1,1.0,1,1.2857142857142858,3,0.6,-3,2.4,8,1.0,1,1.0,1,1.0087030612865924,144,0.8461538461538461,-0.20000000000000018,0.9868055555555556,-227,0.8826086956521739,-26,288,-454,0.8493723849372385,-2.599999999999998,1.0081508515815085,14.400000000000091
3258,1,1.0,1,0.2857142857142857,-4,2.0,4,1.5,3,0.0,0,0.0,0,0.9551985944657088,-713,0.8717948717948718,0.0,0.9507837334210237,-897,0.9301310043668122,-15,-1426,-1794,0.8949579831932774,-1.5,0.9546594757305907,-71.29999999999995
3259,0,0.0,-1,0.3,-6,2.25,6,0.4,-5,0.0,-1,0.0,-1,0.8900149031296573,-1844,0.8461538461538461,-0.20000000000000018,0.9242767852204214,-1368,1.0422535211267605,10,-3688,-2736,1.0,1.0,0.8895376549094375,-184.4000000000001
3260,0,0.0,-1,0.3333333333333333,-3,1.6666666666666667,3,0.16666666666666666,-4,0.0,0,0.0,0,0.8951822916666666,-1770,0.85,-0.20000000000000018,0.9430426913659108,-1069,0.9601593625498008,-9,-3540,-2138,0.926923076923077,-0.8999999999999986,0.8947057083703046,-177.0
3261,1,1.0,1,1.1666666666666667,2,0.625,-2,0.6666666666666666,-2,0.5,0,1.0,1,0.9969308859115859,-51,0.8974358974358975,0.20000000000000018,1.0208380013443872,373,0.9771689497716894,-4,-102,746,0.9385964912280701,-0.40000000000000213,0.9964016045304388,-5.100000000000136
3262,1,1.0,1,1.6,4,0.4444444444444444,-4,4.666666666666667,12,1.0,1,1.0,1,1.2167677162787665,3326,0.9736842105263159,0.8000000000000007,1.1759118095461476,3001,1.0787037037037037,18,6652,6002,1.0355555555555556,1.8000000000000007,1.2160542090174618,332.60000000000014
3263,1,0.0,-1,0.6,-3,1.2857142857142858,3,1.0,1,0.0,0,0.0,0,0.8914719693895298,-1871,0.825,-0.40000000000000036,0.9020083866696094,-1775,0.7763157894736842,-50,-3742,-3550,0.7468354430379747,-5.0,0.8910070691853054,-187.0999999999999
3264,1,0.0,-1,0.5,-2,1.25,2,0.2727272727272727,-7,0.5,0,1.0,1,0.9349997010105843,-1086,0.85,-0.20000000000000018,0.964419162344543,-637,1.0138248847926268,4,-2172,-1274,0.9734513274336283,0.3999999999999986,0.9344967726512072,-108.60000000000014
3265,1,1.0,1,0.875,0,0.875,0,1.1111111111111112,2,1.0,1,1.0,1,0.9542291371994343,-808,0.8292682926829269,-0.40000000000000036,0.9435285497461663,-1078,0.9361702127659575,-14,-1616,-2156,0.9016393442622951,-1.3999999999999986,0.9537434969463922,-80.80000000000018
3266,0,1.0,1,0.75,0,0.75,0,2.0,3,0.0,0,0.0,0,0.9279141104294478,-1127,0.875,0.0,0.9537635586720719,-843,0.774468085106383,-52,-2254,-1686,0.7459016393442623,-5.199999999999999,0.9273807242766813,-112.70000000000005
3267,1,1.0,1,3.0,7,0.2,-7,2.5,4,1.0,1,1.0,1,1.2708421200618585,3854,0.9230769230769231,0.40000000000000036,1.1363532110091743,2379,1.1774891774891776,42,7708,4758,1.1333333333333333,4.199999999999999,1.270038637161925,385.4000000000001
3268,1,1.0,1,0.7,-2,1.125,2,0.7777777777777778,-1,1.0,1,1.0,1,0.9477641472101306,-923,0.9,0.20000000000000018,0.9876317487631748,-229,0.9906976744186047,-1,-1846,-458,0.9508928571428572,-0.09999999999999787,0.947282178777263,-92.29999999999995
3269,0,1.0,1,0.75,-1,1.0,1,0.8888888888888888,0,0.0,-2,0.0,-1,1.033848725449227,568,0.8333333333333333,-0.40000000000000036,0.9891281401731054,-205,1.167487684729064,35,1136,-410,1.1179245283018868,3.5,1.0332935560859189,56.799999999999955
3270,0,0.0,-1,0.0,-9,9.0,9,0.0,-9,0.0,-1,0.0,-1,0.6808488825097396,-6225,0.7619047619047619,-1.0,0.8031878031878031,-3975,0.8546255506607929,-32,-12450,-7950,0.8220338983050847,-3.200000000000003,0.6805349182763745,-622.5
3271,1,0.0,-1,1.75,7,0.4666666666666667,-7,0.625,-2,2.0,2,1.0,1,1.0894509191397332,1490,0.875,0.0,1.1047070124879923,1854,1.0939226519337018,18,2980,3708,1.0421052631578949,1.8000000000000007,1.0888622035424798,149.0
3272,0,0.0,-1,0.42857142857142855,-3,1.5,3,0.42857142857142855,-3,0.0,-1,0.0,-1,0.9103898503418119,-1454,0.8292682926829269,-0.40000000000000036,0.9323515389097844,-1276,1.1609756097560975,34,-2908,-2552,1.1121495327102804,3.400000000000002,0.9098855102794535,-145.39999999999986
3273,1,0.0,-1,0.5454545454545454,-4,1.4285714285714286,4,0.23529411764705882,-12,1.0,1,0.0,0,0.8594573813708261,-2558,0.8292682926829269,-0.40000000000000036,0.9544179908726013,-828,0.8043478260869565,-44,-5116,-1656,0.7740585774058578,-4.399999999999999,0.8590327715869792,-255.79999999999995
3274,1,1.0,1,1.0,1,0.3333333333333333,-1,2.0,2,1.0,1,1.0,1,1.0890806597536362,1281,0.875,0.0,1.063719862227325,1111,1.1902654867256637,44,2562,2222,1.1446808510638298,4.399999999999999,1.0883989428293226,128.10000000000014
3275,1,1.0,1,0.8333333333333334,0,0.8333333333333334,0,1.0,1,0.0,-1,0.0,0,1.0471213677279043,781,0.8292682926829269,-0.40000000000000036,0.9063137549661763,-1744,0.9872340425531915,-2,1562,-3488,0.9508196721311476,-0.1999999999999993,1.046552348750151,78.09999999999991
3276,1,1.0,1,2.0,5,0.3333333333333333,-5,2.5,7,1.0,1,1.0,1,1.2034965503382677,3039,0.8974358974358975,0.20000000000000018,1.040949144733053,712,1.1320754716981132,29,6078,1424,1.085972850678733,2.8999999999999986,1.202771455348775,303.9000000000001
3277,1,1.0,1,2.3333333333333335,5,0.25,-5,1.0,1,1.0,1,1.0,1,1.2804116638078902,4088,0.9736842105263159,0.8000000000000007,1.1597238895558224,2662,1.2142857142857142,46,8176,5324,1.1643835616438356,4.600000000000001,1.2796215030170048,408.79999999999995
3278,1,1.0,1,2.2,7,0.3333333333333333,-7,1.6666666666666667,5,0.0,0,0.0,0,1.5024051309460182,6581,1.0,1.0,1.2944510739856803,3949,1.631578947368421,85,13162,7898,1.528169014084507,8.5,1.5013734167556845,658.1000000000001
3279,1,1.0,1,1.375,4,0.5833333333333334,-4,0.8461538461538461,-1,2.0,2,1.0,1,1.1025164249411181,1655,0.9459459459459459,0.5999999999999996,1.1289392774788625,2014,0.9081632653061225,-17,3310,4028,0.8682926829268293,-1.6999999999999993,1.1019017530818311,165.5
3280,0,0.0,-1,0.375,-4,1.75,4,0.3,-6,0.0,-2,0.0,-1,0.8741106603163403,-2140,0.8461538461538461,-0.20000000000000018,0.8954836572438163,-1892,0.9244444444444444,-16,-4280,-3784,0.888888888888889,-1.5999999999999979,0.8736483309826046,-214.0
3281,1,0.0,-1,0.4,-5,1.8,5,0.25,-8,1.0,1,1.0,1,0.8450595924644367,-2820,0.8333333333333333,-0.40000000000000036,0.9398401346234749,-1143,0.908695652173913,-20,-5640,-2286,0.8744769874476988,-2.0,0.8446420729029425,-282.0
3282,1,0.0,-1,0.8571428571428571,0,0.8571428571428571,0,0.6666666666666666,-1,0.0,-1,0.0,-1,0.9855677933915685,-227,0.9210526315789475,0.40000000000000036,1.0550119331742243,923,0.7894736842105263,-47,-454,1846,0.759493670886076,-4.699999999999999,0.9850066426266844,-22.700000000000045
3283,0,0.0,-1,0.5555555555555556,-3,1.3333333333333333,3,0.7142857142857143,-1,0.0,-1,0.0,-1,0.8577471317649785,-2454,0.85,-0.20000000000000018,0.9238024586689275,-1437,0.8045454545454546,-42,-4908,-2874,0.7729257641921398,-4.199999999999999,0.8573000521225459,-245.4000000000001
3284,0,0.0,-1,0.18181818181818182,-8,3.3333333333333335,8,0.1111111111111111,-7,0.5,0,0.0,-1,0.7541343882204274,-4474,0.7209302325581396,-1.3999999999999995,0.7552427867698803,-5216,0.7763713080168776,-52,-8948,-10432,0.7479674796747966,-5.200000000000003,0.7537616694124107,-447.4000000000001
3285,0,1.0,1,0.6666666666666666,-1,1.0,1,2.5,4,0.0,0,0.0,0,0.9347181008902077,-1077,0.8095238095238094,-0.6000000000000005,0.8696957362368983,-2560,0.924,-18,-2154,-5120,0.891891891891892,-1.7999999999999972,0.9342089335431546,-107.70000000000005
3286,0,1.0,1,0.4166666666666667,-6,1.8333333333333333,6,0.4,-8,0.0,0,0.0,0,0.8421052631578947,-2942,0.825,-0.40000000000000036,0.9020779648007018,-1785,0.9154929577464789,-17,-5884,-3570,0.8783783783783784,-1.6999999999999993,0.8416988416988417,-294.20000000000005
3287,0,0.0,-1,0.3333333333333333,-7,2.2,7,0.38461538461538464,-7,0.5,0,0.0,-1,0.8559973270965586,-2585,0.8717948717948718,0.0,1.01208405262218,204,1.0142857142857142,4,-5170,408,0.9726027397260275,0.40000000000000213,0.8555685423276006,-258.5
3288,0,0.0,-1,0.7272727272727273,-2,1.1111111111111112,2,0.6111111111111112,-6,0.5,0,1.0,1,0.9129948319036709,-1632,0.8974358974358975,0.20000000000000018,1.0331286169835834,562,1.1896551724137931,34,-3264,1124,1.1311475409836065,3.3999999999999986,0.9125572478432208,-163.20000000000005
3289,0,1.0,1,0.5,-3,1.4,3,0.625,-2,0.0,-1,0.0,-1,0.8878218108186289,-1938,0.825,-0.40000000000000036,0.9362787668258793,-1173,0.9380530973451328,-13,-3876,-2346,0.902127659574468,-1.3000000000000007,0.8873597779576731,-193.80000000000018
3290,0,0.0,-1,0.625,-2,1.1666666666666667,2,0.875,0,0.0,-1,0.0,-1,0.9432679114716936,-950,0.8974358974358975,0.20000000000000018,1.0034238625812442,60,0.9700854700854701,-6,-1900,120,0.934156378600823,-0.6000000000000014,0.9427617457667541,-95.0
